Casemasterid,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
39988,3.00E+17,202300004,30-12-2023,251,519,2,1,2,8,4,286,2023-12-29 11:04:00,2023-12-29 14:04:00,2023-12-30 23:04:00,14.552864,74.320459,Complainant reported being robbed at knife/gunpoint near the railway station area.
22043,3.00E+17,202400001,14-02-2024,1225,519,2,2,2,5,3,296,2024-02-12 15:52:00,2024-02-13 18:52:00,2024-02-14 07:52:00,14.540172,74.319459,Complainant reported theft of personal property from the bus stand.
18307,3.00E+17,202400002,28-02-2024,1229,519,2,2,2,6,2,287,2024-02-27 11:28:00,2024-02-26 15:28:00,2024-02-28 01:28:00,14.536945,74.325981,Complainant reported that the accused snatched a gold chain from the victim near the railway station area and fled on a two-wheeler.
4099,3.00E+17,202400003,27-05-2024,1388,519,2,1,1,4,1,286,2024-05-26 14:43:00,2024-05-26 03:43:00,2024-05-27 20:43:00,14.545222,74.315844,Complainant reported that the victim was forcibly taken away from the bus stand.
37485,3.00E+17,202400004,24-10-2024,408,519,2,1,1,1,2,286,2024-10-23 10:53:00,2024-10-23 04:53:00,2024-10-24 02:53:00,14.532032,74.316185,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a commercial complex.
39444,3.00E+17,202500001,20-02-2025,1018,519,2,2,2,5,3,292,2025-02-20 00:45:00,2025-02-18 10:45:00,2025-02-20 03:45:00,14.52568,74.306372,Complainant reported theft of personal property from a residential street.
13795,3.00E+17,202500002,27-03-2025,295,519,2,2,2,5,2,291,2025-03-26 12:42:00,2025-03-27 03:42:00,2025-03-27 03:42:00,14.542665,74.331662,Complainant reported theft of personal property from the railway station area.
3068,3.00E+17,202500003,07-04-2025,1184,519,2,1,1,4,1,286,2025-04-06 07:30:00,2025-04-07 12:30:00,2025-04-07 13:30:00,14.548403,74.298456,Complainant reported that the victim was forcibly taken away from a highway stretch.
33023,3.00E+17,202500004,27-04-2025,555,519,2,2,1,3,3,290,2025-04-26 00:42:00,2025-04-26 22:42:00,2025-04-27 05:42:00,14.537242,74.311255,Complainant reported a physical assault causing serious injury to the victim at the bus stand.
2951,3.00E+17,202500005,29-12-2025,621,519,2,2,2,5,2,294,2025-12-29 21:54:00,2025-12-29 19:54:00,2025-12-29 21:54:00,14.54113,74.318098,Complainant reported theft of personal property from a residential colony.
3994,4.00E+17,202300001,06-01-2023,182,519,3,2,4,14,1,294,2023-01-06 04:13:00,2023-01-06 14:13:00,2023-01-06 16:13:00,14.545612,74.322084,Complainant reported that their personal identification documents were misused by an unknown person.
33723,4.00E+17,202300002,18-01-2023,433,519,3,2,2,5,3,293,2023-01-17 21:04:00,2023-01-17 04:04:00,2023-01-18 08:04:00,14.520733,74.312605,Complainant reported theft of personal property from the railway station area.
33773,4.00E+17,202300003,24-04-2023,1172,519,3,2,2,6,2,292,2023-04-23 00:46:00,2023-04-23 08:46:00,2023-04-24 08:46:00,14.539751,74.323177,Complainant reported that the accused snatched a gold chain from the victim near a commercial complex and fled on a two-wheeler.
16596,4.00E+17,202300004,02-05-2023,676,519,3,2,3,9,2,289,2023-05-02 07:48:00,2023-05-02 11:48:00,2023-05-02 16:48:00,14.525636,74.306911,Complainant reported being physically assaulted by the accused near the railway station area.
18842,4.00E+17,202300005,02-07-2023,970,519,3,2,1,3,2,294,2023-07-02 01:10:00,2023-06-30 16:10:00,2023-07-02 12:10:00,14.540255,74.308239,Complainant reported a physical assault causing serious injury to the victim at the railway station area.
3729,4.00E+17,202300006,11-07-2023,708,519,3,1,1,4,3,286,2023-07-10 18:42:00,2023-07-10 19:42:00,2023-07-11 20:42:00,14.523007,74.317825,Complainant reported that the victim was forcibly taken away from a residential colony.
31193,4.00E+17,202300007,21-10-2023,429,519,3,2,1,3,4,292,2023-10-20 17:12:00,2023-10-20 10:12:00,2023-10-21 04:12:00,14.534809,74.313492,Complainant reported a physical assault causing serious injury to the victim at a residential colony.
13045,4.00E+17,202400001,09-01-2024,197,519,3,2,2,6,4,291,2024-01-08 22:16:00,2024-01-08 07:16:00,2024-01-09 23:16:00,14.532656,74.322414,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
192,4.00E+17,202400002,18-02-2024,137,519,3,1,1,4,2,286,2024-02-16 23:08:00,2024-02-18 02:08:00,2024-02-18 03:08:00,14.532491,74.322983,Complainant reported that the victim was forcibly taken away from the railway station area.
32494,4.00E+17,202400003,07-04-2024,614,519,3,2,2,5,1,290,2024-04-05 20:15:00,2024-04-06 14:15:00,2024-04-07 12:15:00,14.535888,74.323953,Complainant reported theft of personal property from a residential street.
30881,4.00E+17,202400004,28-04-2024,1461,519,3,2,2,5,2,292,2024-04-27 19:17:00,2024-04-28 04:17:00,2024-04-28 20:17:00,14.548475,74.330668,Complainant reported theft of personal property from a commercial complex.
21526,4.00E+17,202400005,05-10-2024,266,519,3,1,2,8,4,286,2024-10-04 14:35:00,2024-10-05 18:35:00,2024-10-05 19:35:00,14.552575,74.330657,Complainant reported being robbed at knife/gunpoint near the railway station area.
9636,4.00E+17,202500001,23-12-2025,926,519,3,2,2,5,3,289,2025-12-21 06:37:00,2025-12-22 23:37:00,2025-12-23 04:37:00,14.542079,74.317942,Complainant reported theft of personal property from a residential street.
22916,8.00E+17,202300001,30-01-2023,686,519,4,2,2,5,3,291,2023-01-30 23:57:00,2023-01-29 17:57:00,2023-01-30 23:57:00,14.535815,74.313498,Complainant reported theft of personal property from the bus stand.
29887,8.00E+17,202300002,07-04-2023,906,519,4,2,2,5,1,293,2023-04-07 02:30:00,2023-04-05 10:30:00,2023-04-07 06:30:00,14.539738,74.32925,Complainant reported theft of personal property from a highway stretch.
38245,8.00E+17,202300003,25-12-2023,843,519,4,1,1,1,4,286,2023-12-24 22:55:00,2023-12-25 02:55:00,2023-12-25 06:55:00,14.532436,74.321904,Complainant reported that the victim was found dead with injuries under suspicious circumstances near a residential colony.
39002,8.00E+17,202400001,02-01-2024,957,519,4,2,2,5,2,291,2024-01-01 04:51:00,2024-01-02 01:51:00,2024-01-02 11:51:00,14.532919,74.32437,Complainant reported theft of personal property from the main market.
34665,8.00E+17,202400002,01-03-2024,1331,519,4,1,3,11,1,286,2024-03-01 09:51:00,2024-02-29 23:51:00,2024-03-01 18:51:00,14.534199,74.314881,Complainant reported an incident of sexual harassment near a residential colony.
25191,8.00E+17,202400003,03-03-2024,528,519,4,2,2,5,2,293,2024-03-02 10:12:00,2024-03-01 06:12:00,2024-03-03 00:12:00,14.532893,74.327309,Complainant reported theft of personal property from a residential colony.
7574,8.00E+17,202400004,12-11-2024,1155,519,4,2,2,5,3,296,2024-11-10 20:14:00,2024-11-10 12:14:00,2024-11-12 02:14:00,14.538726,74.317992,Complainant reported theft of personal property from a residential colony.
39207,8.00E+17,202400005,02-12-2024,197,519,4,2,2,5,1,287,2024-11-30 10:24:00,2024-11-30 23:24:00,2024-12-02 03:24:00,14.542307,74.318131,Complainant reported theft of personal property from the bus stand.
19377,8.00E+17,202400006,26-12-2024,393,519,4,1,1,1,1,286,2024-12-25 09:24:00,2024-12-25 19:24:00,2024-12-26 06:24:00,14.550958,74.312537,Complainant reported that the victim was found dead with injuries under suspicious circumstances near the bus stand.
9799,8.00E+17,202500001,02-02-2025,1149,519,4,1,1,2,4,286,2025-01-31 17:13:00,2025-01-31 07:13:00,2025-02-02 03:13:00,14.537823,74.308228,Complainant stated the accused attacked the victim with intent to kill near a commercial complex.
35835,1.00E+17,202300001,05-01-2023,1390,520,1,2,2,5,3,288,2023-01-04 20:45:00,2023-01-03 23:45:00,2023-01-05 07:45:00,14.182753,74.469646,Complainant reported theft of personal property from a residential street.
20629,1.00E+17,202300002,21-06-2023,1331,520,1,2,2,7,1,295,2023-06-20 06:36:00,2023-06-21 18:36:00,2023-06-21 19:36:00,14.193685,74.494107,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
38906,1.00E+17,202300003,04-09-2023,1401,520,1,2,2,5,1,292,2023-09-03 00:46:00,2023-09-02 22:46:00,2023-09-04 13:46:00,14.194064,74.486731,Complainant reported theft of personal property from a residential colony.
34940,1.00E+17,202300004,02-10-2023,1356,520,1,2,2,5,3,288,2023-10-02 14:31:00,2023-10-01 21:31:00,2023-10-02 15:31:00,14.177423,74.478439,Complainant reported theft of personal property from the railway station area.
1235,1.00E+17,202300005,13-10-2023,1091,520,1,2,2,5,2,290,2023-10-11 00:57:00,2023-10-11 09:57:00,2023-10-13 00:57:00,14.201524,74.500799,Complainant reported theft of personal property from the main market.
23919,1.00E+17,202400001,18-01-2024,977,520,1,2,2,5,1,287,2024-01-18 09:06:00,2024-01-18 03:06:00,2024-01-18 10:06:00,14.187448,74.481286,Complainant reported theft of personal property from the main market.
19391,1.00E+17,202400002,19-04-2024,1449,520,1,2,2,6,2,290,2024-04-18 23:42:00,2024-04-18 20:42:00,2024-04-19 16:42:00,14.199908,74.479497,Complainant reported that the accused snatched a gold chain from the victim near a residential street and fled on a two-wheeler.
18108,1.00E+17,202400003,14-11-2024,322,520,1,2,2,6,2,294,2024-11-13 16:24:00,2024-11-13 14:24:00,2024-11-14 11:24:00,14.18851,74.499962,Complainant reported that the accused snatched a gold chain from the victim near a residential colony and fled on a two-wheeler.
24446,1.00E+17,202500001,24-02-2025,8,520,1,2,2,5,2,288,2025-02-22 14:51:00,2025-02-22 23:51:00,2025-02-24 04:51:00,14.177859,74.494734,Complainant reported theft of personal property from a highway stretch.
35568,1.00E+17,202500002,27-05-2025,1071,520,1,2,4,12,1,293,2025-05-26 19:29:00,2025-05-27 12:29:00,2025-05-27 13:29:00,14.191428,74.486047,Complainant reported losing money through a fraudulent online transaction.
87,1.00E+17,202500003,20-06-2025,1028,520,1,1,2,8,3,286,2025-06-18 04:53:00,2025-06-18 18:53:00,2025-06-20 04:53:00,14.176288,74.479198,Complainant reported being robbed at knife/gunpoint near the main market.
4096,1.00E+17,202500004,14-08-2025,774,520,1,1,2,8,1,286,2025-08-13 22:52:00,2025-08-13 07:52:00,2025-08-14 10:52:00,14.189117,74.472209,Complainant reported being robbed at knife/gunpoint near a commercial complex.
13540,1.00E+17,202500005,24-10-2025,493,520,1,2,3,9,3,291,2025-10-23 04:25:00,2025-10-23 10:25:00,2025-10-24 21:25:00,14.187529,74.491853,Complainant reported being physically assaulted by the accused near a commercial complex.
35595,1.00E+17,202500006,27-11-2025,692,520,1,1,1,2,1,286,2025-11-27 07:12:00,2025-11-27 07:12:00,2025-11-27 11:12:00,14.196074,74.472458,Complainant stated the accused attacked the victim with intent to kill near the main market.
38617,3.00E+17,202300001,07-01-2023,22,520,2,2,2,7,3,292,2023-01-07 23:29:00,2023-01-07 16:29:00,2023-01-07 23:29:00,14.199384,74.503396,Complainant reported that unknown persons broke into the premises at a commercial complex and stole valuables.
35754,3.00E+17,202300002,28-03-2023,233,520,2,2,2,5,1,287,2023-03-26 19:14:00,2023-03-27 13:14:00,2023-03-28 12:14:00,14.190324,74.476062,Complainant reported theft of personal property from the main market.
12358,3.00E+17,202300003,01-04-2023,1046,520,2,2,2,5,1,287,2023-04-01 15:37:00,2023-04-01 14:37:00,2023-04-01 17:37:00,14.182941,74.485966,Complainant reported theft of personal property from a residential colony.
10367,3.00E+17,202300004,13-05-2023,1053,520,2,2,2,7,3,290,2023-05-13 04:15:00,2023-05-12 22:15:00,2023-05-13 21:15:00,14.188927,74.486662,Complainant reported that unknown persons broke into the premises at the bus stand and stole valuables.
34972,3.00E+17,202400001,24-01-2024,524,520,2,1,2,8,2,286,2024-01-23 22:12:00,2024-01-23 00:12:00,2024-01-24 09:12:00,14.189034,74.485535,Complainant reported being robbed at knife/gunpoint near a commercial complex.
39877,3.00E+17,202400002,09-03-2024,707,520,2,2,2,5,1,295,2024-03-08 21:10:00,2024-03-08 05:10:00,2024-03-09 04:10:00,14.188873,74.481837,Complainant reported theft of personal property from the main market.
17928,3.00E+17,202500001,02-03-2025,945,520,2,2,2,5,2,296,2025-03-01 20:14:00,2025-03-01 05:14:00,2025-03-02 19:14:00,14.18284,74.480682,Complainant reported theft of personal property from a residential colony.
22509,3.00E+17,202500002,13-06-2025,1386,520,2,2,2,5,2,293,2025-06-12 16:54:00,2025-06-12 03:54:00,2025-06-13 20:54:00,14.205395,74.501081,Complainant reported theft of personal property from a commercial complex.
35296,4.00E+17,202300001,03-04-2023,1253,520,3,2,2,5,3,292,2023-04-03 01:00:00,2023-04-02 09:00:00,2023-04-03 10:00:00,14.191775,74.499695,Complainant reported theft of personal property from a residential colony.
18513,4.00E+17,202300002,23-05-2023,73,520,3,2,2,5,1,290,2023-05-21 18:28:00,2023-05-22 22:28:00,2023-05-23 01:28:00,14.194207,74.488255,Complainant reported theft of personal property from a residential street.
412,4.00E+17,202300003,27-06-2023,1268,520,3,2,4,13,1,293,2023-06-26 17:55:00,2023-06-26 02:55:00,2023-06-27 21:55:00,14.171166,74.48382,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
149,4.00E+17,202300004,27-11-2023,341,520,3,1,2,8,3,286,2023-11-26 17:05:00,2023-11-26 19:05:00,2023-11-27 07:05:00,14.182872,74.475111,Complainant reported being robbed at knife/gunpoint near a commercial complex.
3152,4.00E+17,202400001,02-06-2024,58,520,3,1,2,8,4,286,2024-06-01 21:32:00,2024-06-01 13:32:00,2024-06-02 12:32:00,14.17136,74.491369,Complainant reported being robbed at knife/gunpoint near the main market.
8083,4.00E+17,202400002,07-07-2024,1447,520,3,2,5,16,3,292,2024-07-07 03:25:00,2024-07-06 04:25:00,2024-07-07 16:25:00,14.189467,74.474768,Complainant reported an unauthorised gathering that turned disruptive near a highway stretch.
19634,4.00E+17,202400003,13-07-2024,216,520,3,2,2,5,3,289,2024-07-12 12:13:00,2024-07-11 12:13:00,2024-07-13 07:13:00,14.178763,74.498054,Complainant reported theft of personal property from a highway stretch.
21078,4.00E+17,202400004,22-11-2024,1022,520,3,2,2,5,3,296,2024-11-21 04:37:00,2024-11-22 02:37:00,2024-11-22 08:37:00,14.177445,74.48815,Complainant reported theft of personal property from the main market.
5804,4.00E+17,202400005,10-12-2024,747,520,3,1,1,4,3,286,2024-12-10 02:32:00,2024-12-08 18:32:00,2024-12-10 10:32:00,14.184324,74.491506,Complainant reported that the victim was forcibly taken away from the main market.
39695,4.00E+17,202500001,30-01-2025,902,520,3,2,2,7,3,288,2025-01-28 19:06:00,2025-01-29 15:06:00,2025-01-30 11:06:00,14.177661,74.487343,Complainant reported that unknown persons broke into the premises at the main market and stole valuables.
3072,4.00E+17,202500002,02-05-2025,765,520,3,1,1,4,1,286,2025-04-30 15:55:00,2025-05-02 07:55:00,2025-05-02 10:55:00,14.187909,74.488744,Complainant reported that the victim was forcibly taken away from a residential colony.
29910,4.00E+17,202500003,10-05-2025,1116,520,3,1,1,2,4,286,2025-05-08 15:58:00,2025-05-10 11:58:00,2025-05-10 15:58:00,14.187013,74.489888,Complainant stated the accused attacked the victim with intent to kill near a residential colony.
26810,4.00E+17,202500004,05-10-2025,527,520,3,2,2,5,3,296,2025-10-03 19:22:00,2025-10-04 02:22:00,2025-10-05 19:22:00,14.20814,74.512055,Complainant reported theft of personal property from a residential colony.
6037,8.00E+17,202300001,07-01-2023,139,520,4,2,4,12,1,289,2023-01-07 10:01:00,2023-01-06 14:01:00,2023-01-07 22:01:00,14.17983,74.46326,Complainant reported losing money through a fraudulent online transaction.
18890,8.00E+17,202300002,05-04-2023,786,520,4,2,2,7,2,290,2023-04-05 14:35:00,2023-04-04 14:35:00,2023-04-05 22:35:00,14.192177,74.488305,Complainant reported that unknown persons broke into the premises at the railway station area and stole valuables.
912,8.00E+17,202300003,11-08-2023,1069,520,4,2,4,12,2,293,2023-08-10 23:40:00,2023-08-10 03:40:00,2023-08-11 17:40:00,14.196832,74.489291,Complainant reported losing money through a fraudulent online transaction.
38864,8.00E+17,202400001,17-06-2024,1349,520,4,2,2,7,1,287,2024-06-17 04:00:00,2024-06-16 05:00:00,2024-06-17 16:00:00,14.186808,74.497731,Complainant reported that unknown persons broke into the premises at a residential street and stole valuables.
2176,8.00E+17,202400002,07-07-2024,1085,520,4,2,5,15,4,287,2024-07-07 03:20:00,2024-07-06 07:20:00,2024-07-07 16:20:00,14.19891,74.472576,Complainant reported a violent altercation involving a large group near the bus stand.
1251,8.00E+17,202500001,29-08-2025,1356,520,4,2,4,13,2,291,2025-08-27 23:39:00,2025-08-28 10:39:00,2025-08-29 11:39:00,14.178056,74.485386,Complainant reported being coerced over video call by persons impersonating law enforcement officials into transferring money.
39452,8.00E+17,202500002,18-09-2025,336,520,4,2,2,5,3,295,2025-09-16 14:36:00,2025-09-17 21:36:00,2025-09-18 08:36:00,14.187206,74.484182,Complainant reported theft of personal property from a residential street.
34433,1.00E+17,202300001,19-06-2023,102,521,1,1,3,11,1,286,2023-06-18 14:16:00,2023-06-19 17:16:00,2023-06-19 17:16:00,14.099557,74.498496,Complainant reported an incident of sexual harassment near a residential colony.
